"id","geom","fid"
1133,POINT (443764.71246789495 4093680.2229828797),1134
1134,POINT (235289.4380478592 4138565.3571539833),1135
1135,POINT (348293.9605484174 4160208.565713998),1136
1136,POINT (365560.2629012337 4056401.0851150327),1137
1137,POINT (339261.0123794779 4132507.261511943),1138
1138,POINT (344695.6192805771 4188693.4399312283),1139
1139,POINT (293641.57343588263 4235942.197657908),1140
1140,POINT (434020.562593169 4210218.119907061),1141
1141,POINT (373199.02141948685 4185702.2888866575),1142
1142,POINT (435377.9277338912 4210533.972842924),1143
1143,POINT (341774.25523016206 4124784.7861894127),1144
1144,POINT (558618.811420078 4075954.1598658394),1145
1145,POINT (359300.5785099456 4170972.2215114897),1146
1146,POINT (271667.01731567667 4137501.1916523688),1147
1147,POINT (419982.5756685051 4150678.1327964766),1148
1148,POINT (462240.72060687933 4207594.98253702),1149
1149,POINT (457938.0790201823 4239004.544102169),1150
1150,POINT (294168.2844867889 4165496.19883292),1151
1151,POINT (338671.1270124048 4151874.391778341),1152
1152,POINT (248641.6704810125 4139700.09010454),1153
1153,POINT (577039.3681529362 4083240.662580248),1154
1154,POINT (537730.5226051577 4141604.4893776122),1155
1155,POINT (592413.5636850718 4158742.416362027),1156
1156,POINT (591341.9981922065 4045377.424180293),1157
1157,POINT (421484.4690288372 4215907.095787807),1158
1158,POINT (282999.91967590095 4242544.982450945),1159
1159,POINT (236639.1218282735 4132825.9423076557),1160
1160,POINT (201039.54045227286 4062480.904328543),1161
1161,POINT (239359.45569254016 4131544.889244941),1162
1162,POINT (111438.60438464976 4128479.9823653237),1163
1163,POINT (583518.2650822937 4093349.0368406274),1164
1164,POINT (509052.7793764998 4143871.28749626),1165
1165,POINT (602884.8305089293 4039783.4689459787),1166
1166,POINT (282863.8519546947 4115435.9463552563),1167
1167,POINT (234068.74760175552 4138617.8892799504),1168
1168,POINT (475014.9314430544 4211618.93377136),1169
1169,POINT (244223.64907648056 4141649.782707408),1170
1170,POINT (445160.4080668177 4232589.434512503),1171
1171,POINT (257483.75537468426 4132223.6862761914),1172
1172,POINT (451120.3666086628 4082403.3128902223),1173
1173,POINT (278264.74657784164 4158455.5297420956),1174
1174,POINT (455357.5342093925 4237515.871699086),1175
1175,POINT (355307.5548361459 4197712.9367392305),1176
1176,POINT (250849.6232746071 4121529.386476681),1177
1177,POINT (334641.4149617263 4143264.4664774523),1178
1178,POINT (407123.1002219592 4209351.165348311),1179
1179,POINT (230992.74123974112 3968710.663100894),1180
1180,POINT (429078.09517049085 4183026.110941229),1181
1181,POINT (460162.54851963336 4239504.832319194),1182
1182,POINT (557390.332718243 4135784.3874021242),1183
1183,POINT (439247.4108144807 4108213.243537737),1184
1184,POINT (369400.9672281631 4149000.8224787014),1185
1185,POINT (520586.08295853663 4152654.0756812966),1186
1186,POINT (333429.0694804302 4183681.726652575),1187
1187,POINT (324367.0519923792 4163422.6435582065),1188
1188,POINT (254633.44530365855 4130524.042516646),1189
1189,POINT (418565.534925093 4152071.972494392),1190
1190,POINT (593357.9941436198 4127778.8485837434),1191
1191,POINT (362301.228508585 4066594.297447778),1192
1192,POINT (431562.6261963959 4222655.418583458),1193
1193,POINT (269612.3056182037 4102986.76739929),1194
1194,POINT (289930.6713298716 4144823.871734856),1195
1195,POINT (493300.90964670444 4128221.7517233496),1196
1196,POINT (327646.45728403225 4182408.1044067773),1197
1197,POINT (417960.4602004807 4157066.414869963),1198
1198,POINT (373141.52315488097 4188091.405345801),1199
1199,POINT (417108.2677907086 4157890.701393377),1200
1200,POINT (340834.48642316915 4204908.914013938),1201
1201,POINT (195498.040529253 4127440.4628011636),1202
1202,POINT (408190.8499156988 4205317.943592288),1203
1203,POINT (591819.5223952899 4110326.375881519),1204
1204,POINT (562675.9465414542 4065694.621238497),1205
1205,POINT (451120.2614899209 4074018.0608709715),1206
1206,POINT (135454.64997756196 4100920.6527289744),1207
1207,POINT (319054.44597307435 4161492.0598940197),1208
1208,POINT (491635.03490363783 4234753.077234545),1209
1209,POINT (336871.5190367183 4207438.537572629),1210
1210,POINT (296322.21019377897 4148056.7235046946),1211
1211,POINT (452143.95136065496 4074749.484824797),1212
1212,POINT (429107.1405626121 4196770.18504901),1213
1213,POINT (369196.3616054121 4181309.3116934397),1214
1214,POINT (322391.90616410534 4137987.9419819317),1215
1215,POINT (432725.8845416085 4215528.928063279),1216
1216,POINT (395798.066373189 4177535.3973098733),1217
1217,POINT (303026.0994077488 4152856.787048381),1218
1218,POINT (531809.5151413735 4146329.2216586396),1219
1219,POINT (244726.8595898775 4118037.831790593),1220
1220,POINT (436503.3869157887 4128100.2607501517),1221
1221,POINT (149621.96724161613 4097068.6067162734),1222
1222,POINT (241267.21412715534 4046402.82280712),1223
1223,POINT (330692.8849351461 4182113.3377180845),1224
1224,POINT (490075.5391670016 4128301.653632596),1225
1225,POINT (258756.66760965757 4148229.2718217927),1226
1226,POINT (379612.0648405783 4198394.83806622),1227
1227,POINT (335284.41427233355 4142294.8284418257),1228
1228,POINT (446378.0431998645 4090234.476301865),1229
1229,POINT (291383.46901874116 4164294.478430127),1230
1230,POINT (139062.7343695035 4137837.8885833034),1231
1231,POINT (507083.80738211644 4141164.9648660123),1232
1232,POINT (490377.3307120073 4218741.779861391),1233
1233,POINT (347095.7635368339 4177634.270105931),1234
1234,POINT (348282.45432127645 4115485.317601238),1235
1235,POINT (398087.33355940884 4198870.277789493),1236
1236,POINT (247234.22961167674 4137983.137235392),1237
1237,POINT (300710.42641261435 4233401.188014359),1238
1238,POINT (247621.08475394358 4118536.6624005293),1239
1239,POINT (334808.6040356021 4184775.7369323373),1240
1240,POINT (348184.5620880951 4045344.4750393243),1241
1241,POINT (176834.72856967527 4125657.1798319626),1242
1242,POINT (446518.70099023933 4118754.696101859),1243
1243,POINT (365202.63725070044 4145308.740877857),1244
1244,POINT (221923.9908295057 4138928.166533357),1245
1245,POINT (247616.567056197 4069847.0302156783),1246
1246,POINT (448985.5562563108 4208432.406284166),1247
1247,POINT (442003.3409711242 4229975.540510917),1248
1248,POINT (209005.8028519113 4130158.177181618),1249
1249,POINT (448814.69251967676 4234674.630200751),1250
1250,POINT (437709.20782059483 4124935.5814166083),1251
1251,POINT (594478.6728839211 4112225.728353549),1252
1252,POINT (381022.96048445563 4197433.347683226),1253
1253,POINT (375000.99577249907 4245245.619687381),1254
1254,POINT (358412.165880233 4100582.918312214),1255
1255,POINT (360377.6960123885 4064837.4517028704),1256
1256,POINT (487836.9541282435 4218322.787545373),1257
1257,POINT (352112.20583085896 4162847.5924191694),1258
1258,POINT (560397.3990056937 4070657.5930346954),1259
1259,POINT (604094.0516876993 4039197.449071756),1260
1260,POINT (590499.362659851 4110010.5296171643),1261
1261,POINT (347451.13229789905 4117466.3996042497),1262
1262,POINT (544483.0771788266 4137250.616887518),1263
1263,POINT (224444.9960905262 4064701.625846654),1264
1264,POINT (437163.77010287775 4113472.665557976),1265
1265,POINT (226959.44545217018 4066862.9010378346),1266
1266,POINT (510008.15141132753 4144801.043753017),1267
1267,POINT (460189.145599414 4207172.579515773),1268
1268,POINT (359052.4093271113 4195695.989585215),1269
1269,POINT (364827.289133927 4211374.955478177),1270
1270,POINT (247819.29340312406 4019015.3785352255),1271
1271,POINT (584036.416489524 4095632.039353317),1272
1272,POINT (480820.1943256913 4215148.858256569),1273
1273,POINT (231087.32652645977 4132231.6897879876),1274
1274,POINT (499409.4576849603 4136472.8497228613),1275
1275,POINT (246252.09435377194 4020458.8105117925),1276
1276,POINT (357467.72848918854 4101262.3650385323),1277
1277,POINT (450937.4845550319 4220405.066305213),1278
1278,POINT (241509.1851418767 4133105.6258221897),1279
1279,POINT (162546.25763608055 4122015.8716780236),1280
1280,POINT (290969.9959343231 4118438.9225038355),1281
1281,POINT (451732.62536058825 4222561.541599005),1282
1282,POINT (364001.4452453061 4197308.974156893),1283
1283,POINT (463626.89621470345 4240101.439778535),1284
1284,POINT (446237.0487244621 4211619.284639543),1285
1285,POINT (497501.15912485856 4134770.8257188792),1286
1286,POINT (586792.993342467 4102372.5367564936),1287
1287,POINT (577909.8140274446 4083958.4487554794),1288
1288,POINT (261885.08490929924 4091316.8391750813),1289
1289,POINT (362902.8126869961 4197650.313071439),1290
1290,POINT (279492.4118117122 4159177.565799812),1291
1291,POINT (365795.72259001515 4176748.838634149),1292
1292,POINT (440556.0425144992 4123080.2205416863),1293
1293,POINT (598791.4593475335 4041767.2225348707),1294
1294,POINT (288237.0476363872 4162943.133991932),1295
1295,POINT (501607.41448207427 4138042.8286297894),1296
1296,POINT (367754.7695284365 4179756.834230694),1297
1297,POINT (251175.99766214023 4119274.0343015436),1298
1298,POINT (325746.2039454571 4044373.7827961124),1299
1299,POINT (313210.50463767553 4126455.920049911),1300
1300,POINT (468191.4067877437 4244458.6505024405),1301
1301,POINT (436789.27578196576 4226100.849131991),1302
1302,POINT (594940.3147736003 4043633.5868513864),1303
1303,POINT (525580.1127156161 4151142.2267960836),1304
1304,POINT (581155.7620764829 4088130.629858655),1305
1305,POINT (250525.69558298675 4080323.4403681196),1306
1306,POINT (393400.1755773887 4177477.754962699),1307
1307,POINT (376108.6667096152 4154535.8483998305),1308
1308,POINT (449805.844892826 4206412.56556878),1309
1309,POINT (132426.03739788345 4101373.671714461),1310
1310,POINT (299915.89561289886 4150749.408727631),1311
1311,POINT (428199.17997384403 4219347.0374001125),1312
1312,POINT (200957.5938423326 4128161.8888545237),1313
1313,POINT (362067.9417692563 4098926.2689095805),1314
1314,POINT (364232.03237472265 4054076.8729481245),1315
1315,POINT (318736.1638800888 4218678.304497143),1316
1316,POINT (235185.19283182427 4136682.6298480914),1317
1317,POINT (277234.4234877045 4111204.1380581297),1318
1318,POINT (427280.26248864643 4140934.398950627),1319
1319,POINT (577003.7625827959 4140756.3174191224),1320
1320,POINT (595269.5191993602 4114417.325764703),1321
1321,POINT (415772.2915790752 4160699.5922942366),1322
1322,POINT (573144.0243581787 4080147.9763558293),1323
1323,POINT (567856.9098233628 4079806.0111302477),1324
1324,POINT (429170.3083941418 4194539.233687916),1325
1325,POINT (317962.50310090475 4161559.9306340306),1326
1326,POINT (585109.9152733989 4048397.6528302254),1327
1327,POINT (164133.35360536614 4115358.125488196),1328
1328,POINT (257615.98364752796 4147367.5139482),1329
1329,POINT (354343.41227778356 4192452.3753779535),1330
1330,POINT (511748.2369093273 4146614.0982706468),1331
1331,POINT (362089.7398495343 4196754.452377566),1332
1332,POINT (265770.41487576906 4152566.5051728776),1333
1333,POINT (514346.9147643882 4149496.187124967),1334
1334,POINT (479893.0890409042 4214426.422377256),1335
1335,POINT (256003.05005801824 4145898.8693992114),1336
1336,POINT (428920.43017554004 4206836.398010346),1337
1337,POINT (587929.9687802125 4133417.456029088),1338
1338,POINT (337552.80482348666 4130615.8241536156),1339
1339,POINT (241709.01257150684 4127031.747762897),1340
1340,POINT (258368.80871360362 4087722.2923049494),1341
1341,POINT (494816.6842791081 4132022.8933605677),1342
1342,POINT (276836.80461203353 4246264.1702405065),1343
1343,POINT (256438.4253373095 4005794.545211559),1344
1344,POINT (595338.5654816579 4118903.3342462974),1345
1345,POINT (295636.46073503094 4147307.3110313397),1346
1346,POINT (161924.01094243384 4123660.1125412076),1347
1347,POINT (344719.01216725016 4174384.8756604977),1348
1348,POINT (337993.1852299171 4185765.109419526),1349
1349,POINT (249248.9761433255 4077011.6478325953),1350
1350,POINT (274037.60596309346 4156209.0303972485),1351
1351,POINT (242651.72633183212 4051152.3751754803),1352
1352,POINT (232516.81179994295 3961014.8011493296),1353
1353,POINT (245740.87466834424 4138544.422509163),1354
1354,POINT (248574.74842315298 4125358.2679762724),1355
1355,POINT (377715.3295413784 4249040.185061714),1356
1356,POINT (432926.3568222709 4134904.3464763863),1357
1357,POINT (502782.12334965356 4138690.2162662596),1358
1358,POINT (258717.4429429892 4133032.5063670706),1359
1359,POINT (342501.15266100154 4171608.086089561),1360
1360,POINT (269182.354882206 4136673.0316160177),1361
1361,POINT (240853.31414500257 4045002.340138308),1362
1362,POINT (240197.75752637972 4142926.7050662586),1363
1363,POINT (284864.20246525813 4142451.709701745),1364
1364,POINT (338685.009479608 4134068.731286327),1365
1365,POINT (543106.0379848008 4137480.950445718),1366
1366,POINT (233316.82759407235 3959835.8119973503),1367
1367,POINT (303234.11940594227 4123690.8634149274),1368
1368,POINT (237242.6920929392 4130790.24628257),1369
1369,POINT (202073.44349257217 4128439.9149071006),1370
1370,POINT (585476.1852514354 4100657.550213152),1371
1371,POINT (346991.4103341281 4196287.128592738),1372
1372,POINT (324426.5689158441 4214308.055898908),1373
1373,POINT (240511.46841227723 4029052.1909240503),1374
1374,POINT (150802.71715010476 4129886.0794515875),1375
1375,POINT (353484.10488782875 4098284.743637977),1376
1376,POINT (295440.9812536423 4165920.7681469903),1377
1377,POINT (285857.9379066618 4161969.1532872375),1378
1378,POINT (444588.9522878966 4092901.8082791776),1379
1379,POINT (596267.830933266 4042990.238168304),1380
1380,POINT (371770.0848366161 4068182.570383118),1381
1381,POINT (160804.0336336269 4107814.139273604),1382
1382,POINT (370363.92407504056 4150432.908641391),1383
1383,POINT (383682.0029712791 4159712.096934732),1384
1384,POINT (341311.0141297687 4188940.1397530898),1385
1385,POINT (281805.0602241247 4243134.269637053),1386
1386,POINT (165237.57328730388 4112392.061652485),1387
1387,POINT (423253.9386266922 4213376.435846311),1388
1388,POINT (364186.3216507003 4175234.12106004),1389
1389,POINT (239181.17921309674 3983119.058915023),1390
1390,POINT (320413.975429191 4161738.724837745),1391
1391,POINT (317028.37425666495 4133264.2447609385),1392
1392,POINT (275118.0484278338 4156919.4492669012),1393
1393,POINT (439157.55970213003 4116127.5024228054),1394
1394,POINT (250095.3777758877 4122562.3318623975),1395
1395,POINT (261388.98129230007 4150049.3955190317),1396
1396,POINT (465073.4792765182 4207853.859045537),1397
1397,POINT (542039.5294651586 4138113.79614528),1398
1398,POINT (592421.8940889487 4044854.0786842876),1399
1399,POINT (292409.97747487726 4236598.451667314),1400
1400,POINT (205682.3109681944 4129622.390549128),1401
1401,POINT (402746.9248202232 4201615.462753061),1402
1402,POINT (288266.9883606681 4240190.942139767),1403
1403,POINT (246115.7992757756 4002525.174817096),1404
1404,POINT (392128.9833869482 4198346.796350414),1405
1405,POINT (429686.6537304621 4207686.765515896),1406
1406,POINT (319856.91495274793 4041273.2472878527),1407
1407,POINT (416443.98510021664 4158694.894760065),1408
1408,POINT (237698.61663778964 4146393.089633848),1409
1409,POINT (451776.7731028498 4204138.6017082445),1410
1410,POINT (239047.9224635024 4127085.605272144),1411
1411,POINT (223159.50461767818 4131437.055319317),1412
1412,POINT (223758.57334400562 4133391.472521933),1413
1413,POINT (538599.3401216291 4140561.0568203875),1414
1414,POINT (389564.5799457284 4198005.363142373),1415
1415,POINT (440798.6517327245 4115450.612850881),1416
1416,POINT (462250.24134760577 4240058.533983319),1417
1417,POINT (379349.1001839546 4156100.847782586),1418
1418,POINT (384546.03912876087 4197141.487577363),1419
1419,POINT (414069.33805676526 4208889.060421269),1420
1420,POINT (267757.3022407768 4099739.9212919804),1421
1421,POINT (304382.8506618188 4124096.5700434097),1422
1422,POINT (242028.5871999322 4026567.8924655826),1423
1423,POINT (470349.6041669713 4211034.178709888),1424
1424,POINT (178146.64089689442 4125924.0453926018),1425
1425,POINT (312496.99169107055 4223303.792871527),1426
1426,POINT (341550.8603647945 4171029.8566766228),1427
1427,POINT (349017.3089360004 4189675.004131088),1428
1428,POINT (471019.59054918395 4247981.237273639),1429
1429,POINT (306482.95237845305 4172579.8124883207),1430
1430,POINT (530330.0486701106 4147636.0952310534),1431
1431,POINT (364125.32926185447 4209902.125294736),1432
1432,POINT (356079.57939407416 4193562.512114161),1433
1433,POINT (304349.34034274466 4153672.960893074),1434
1434,POINT (471373.8332787259 4249314.005438823),1435
1435,POINT (452747.00155228603 4225741.145267044),1436
1436,POINT (275891.6913548874 4246855.365295707),1437
1437,POINT (493403.23617459234 4233346.296366738),1438
1438,POINT (251096.70996970066 4081174.5010973257),1439
1439,POINT (353236.7183537853 4199993.3567864485),1440
1440,POINT (385582.4773851044 4162282.610833828),1441
1441,POINT (373526.6695495922 4242468.792719836),1442
1442,POINT (245597.00596435866 4068206.798705228),1443
1443,POINT (390734.45898980077 4177730.662231661),1444
1444,POINT (130481.73076773796 4135315.2344595673),1445
1445,POINT (276712.4174596443 4139344.3187044184),1446
1446,POINT (471127.95073347667 4250504.8446908165),1447
1447,POINT (249798.40813856252 4128329.5005058814),1448
1448,POINT (319918.7579582453 4178357.258205795),1449
1449,POINT (612203.3982659609 4035267.4498745394),1450
1450,POINT (292549.07278046774 4164875.309172157),1451
1451,POINT (298165.1927734612 4120525.0001725457),1452
1452,POINT (354041.8018762596 4095148.918068879),1453
1453,POINT (248096.8223087176 4074806.9416668788),1454
1454,POINT (249232.6298167534 4010834.3758642375),1455
1455,POINT (368023.56078466837 4148761.124409053),1456
1456,POINT (237655.66094928156 3981224.757688434),1457
1457,POINT (253362.08961977906 4143371.47813886),1458
1458,POINT (154430.46077598748 4133532.7503660163),1459
1459,POINT (438970.2204923139 4212219.344026042),1460
1460,POINT (400537.7502170382 4200329.320025801),1461
1461,POINT (397647.9210052745 4177629.7361313966),1462
1462,POINT (276809.04857695213 4157955.6341994544),1463
1463,POINT (408364.5241888014 4207461.064043706),1464
1464,POINT (240693.9440525811 4127365.2902894453),1465
1465,POINT (279433.2297557322 4108779.4587166356),1466
1466,POINT (334093.20787505776 4210277.2924667625),1467
1467,POINT (372750.7394453618 4189289.0233052876),1468
1468,POINT (233159.59062759398 4141630.6546747508),1469
1469,POINT (286726.42666175624 4116615.8639072157),1470
1470,POINT (377173.136041319 4155764.700622285),1471
1471,POINT (368721.94651108317 4068695.2012402248),1472
1472,POINT (158792.58475247273 4105761.0437235087),1473
1473,POINT (350027.5319470032 4072489.877522548),1474
1474,POINT (563909.8072272433 4136594.1387602473),1475
1475,POINT (237382.3407604891 4149515.618434454),1476
1476,POINT (449947.64708438335 4235423.008526032),1477
1477,POINT (197170.90320452407 4127922.57351097),1478
1478,POINT (593323.6357786091 4141881.0363747627),1479
1479,POINT (245387.4339756633 4069872.352555298),1480
1480,POINT (223918.04653606188 4062506.201271467),1481
1481,POINT (424521.0583830932 4218267.894450149),1482
1482,POINT (432192.8154361988 4138439.6068766657),1483
1483,POINT (163413.19763844842 4110508.2733562742),1484
1484,POINT (590410.7104592397 4131824.3256734996),1485
1485,POINT (221031.23426183284 4062909.8359986017),1486
1486,POINT (244604.90812932843 4062083.4222626607),1487
1487,POINT (597322.1441711079 4042479.2906908044),1488
1488,POINT (235132.2044786023 4140438.4757940425),1489
1489,POINT (435811.9447300704 4129008.848974831),1490
1490,POINT (284780.48493850476 4161682.4947209903),1491
1491,POINT (340384.83029681776 4186793.2817884046),1492
1492,POINT (318649.3343863894 4177953.46706005),1493
1493,POINT (372863.70646503876 4240359.970653005),1494
1494,POINT (439529.17339518934 4123814.228881496),1495
1495,POINT (367385.68470087094 4223013.396698479),1496
1496,POINT (280767.22674065846 4140918.5511710686),1497
1497,POINT (353322.6041990397 4192374.4698242084),1498
1498,POINT (463351.7876701899 4207603.520368723),1499
1499,POINT (321488.7977599127 4178931.3544594557),1500
1500,POINT (344136.1090474139 4139823.626707767),1501
1501,POINT (413758.57445112016 4210569.759160872),1502
1502,POINT (429585.222147631 4139638.1896435632),1503
1503,POINT (425657.66412726324 4218975.728178527),1504
1504,POINT (241182.31275136312 4028034.352289271),1505
1505,POINT (306254.79343124654 4154872.961090043),1506
1506,POINT (563844.0669583587 4063580.8375108116),1507
1507,POINT (528616.4968488296 4149413.155512756),1508
1508,POINT (248444.93947630006 4127892.2118156627),1509
1509,POINT (378024.1267779577 4250362.446088674),1510
1510,POINT (308467.92428753315 4173395.1870523104),1511
1511,POINT (438152.4336636893 4110678.2598111667),1512
1512,POINT (404285.2639528403 4202817.142089918),1513
1513,POINT (301574.13304450084 4151994.0255980715),1514
1514,POINT (351142.28339271987 4109501.778704831),1515
1515,POINT (365751.5188277133 4217844.482748854),1516
1516,POINT (586518.5600102944 4140773.905978257),1517
1517,POINT (494403.6274234799 4129713.8803326823),1518
1518,POINT (434814.83049632766 4130234.1500670332),1519
1519,POINT (247130.41271211143 4005489.555147897),1520
1520,POINT (350365.59131680406 4045554.4715675046),1521
1521,POINT (127308.29043040005 4102139.1828117664),1522
1522,POINT (342242.80624257145 4193048.227830488),1523
1523,POINT (343953.77618074894 4173175.2975462824),1524
1524,POINT (187000.20131005498 4126751.9849776933),1525
1525,POINT (423694.75945581595 4143390.1111537293),1526
1526,POINT (422996.8730758004 4182459.9413340255),1527
1527,POINT (184069.4624225867 4126534.1561907004),1528
1528,POINT (275476.857236446 4138827.7551670726),1529
1529,POINT (278819.9027515662 4140058.3855060004),1530
1530,POINT (452133.75725385745 4223502.750666577),1531
1531,POINT (321827.5951523317 4162203.5795362554),1532
1532,POINT (527724.918725618 4150226.5663324003),1533
1533,POINT (293284.2388468934 4145740.200498801),1534
1534,POINT (366505.8760618532 4178012.9861953184),1535
1535,POINT (242986.02221324117 4052524.4774047122),1536
1536,POINT (246914.99936146 4072694.756443487),1537
1537,POINT (302300.9212659606 4169621.6166072353),1538
1538,POINT (365596.63105631823 4193976.562891789),1539
1539,POINT (429118.632085818 4198021.353223306),1540
1540,POINT (421725.10435745755 4182256.0669894475),1541
1541,POINT (591782.8284026948 4140214.8021570086),1542
1542,POINT (114704.10236571278 4130137.540558663),1543
1543,POINT (260572.7272381588 4133651.4659034666),1544
1544,POINT (250421.72853827442 4118534.6802644404),1545
1545,POINT (259419.73098435852 4088875.5751344333),1546
1546,POINT (452545.2372186137 4202065.055704385),1547
1547,POINT (231696.98085202152 3969824.8893843084),1548
1548,POINT (565361.580074757 4079344.6274644355),1549
1549,POINT (307315.46942284965 4156207.90903338),1550
1550,POINT (426707.0773294334 4215484.148584466),1551
1551,POINT (368347.2347855138 4197483.64472722),1552
1552,POINT (601564.1192712002 4040423.5197878005),1553
1553,POINT (235545.1147214216 4128924.6938997726),1554
1554,POINT (339649.84570118826 4130849.8914856366),1555
1555,POINT (428923.8798159074 4191540.1347219017),1556
1556,POINT (245388.22630305085 4064966.396850119),1557
1557,POINT (362612.3731347802 4204092.956390467),1558
1558,POINT (218808.77644369658 4131786.3282464),1559
1559,POINT (326290.4118441133 4164403.7239982514),1560
1560,POINT (342135.03450998967 4155090.161048233),1561
1561,POINT (547638.8829726203 4134892.419706509),1562
1562,POINT (374694.8828212202 4068012.916745835),1563
1563,POINT (373928.49864056613 4198122.547285321),1564
1564,POINT (377729.1620491363 4198724.350896896),1565
1565,POINT (310917.4683715488 4174467.006871438),1566
1566,POINT (362370.78441906144 4201206.290460032),1567
1567,POINT (299329.6979081939 4233923.225652311),1568
1568,POINT (439218.7802115707 4227557.444814062),1569
1569,POINT (288851.24763569346 4144188.470201685),1570
1570,POINT (323850.887511786 4138830.0931442687),1571
1571,POINT (417278.78881107195 4211244.651621411),1572
1572,POINT (426012.17721868114 4141402.1992025794),1573
1573,POINT (346171.75473093626 4053381.6818748564),1574
1574,POINT (384498.48954911064 4180487.3554935777),1575
1575,POINT (352525.8105735709 4186127.269801126),1576
1576,POINT (470626.6728972012 4246918.7674712725),1577
1577,POINT (328528.5373280936 4143548.1568358806),1578
1578,POINT (175172.23265455462 4125434.259925287),1579
1579,POINT (364600.7043789725 4194267.4747194187),1580
1580,POINT (280873.0302180635 4243608.067793166),1581
1581,POINT (437188.07064537605 4126807.1017123647),1582
1582,POINT (431723.05218409357 4209967.0120419515),1583
1583,POINT (424239.5163319133 4213624.114563112),1584
1584,POINT (467751.07806845376 4210291.127314198),1585
1585,POINT (313251.33384219406 4175474.2280511996),1586
1586,POINT (149333.93906332334 4140054.9174121628),1587
1587,POINT (153334.00865232197 4100213.535652845),1588
1588,POINT (275807.55447852006 4109939.2638447513),1589
1589,POINT (431178.71019543585 4138945.737730588),1590
1590,POINT (581526.9240852296 4050134.0630769995),1591
1591,POINT (309078.5008483546 4127446.108211492),1592
1592,POINT (371335.84554958163 4150671.0013917545),1593
1593,POINT (285373.53764016076 4116157.1017427435),1594
1594,POINT (336455.29196593136 4149588.8067849665),1595
1595,POINT (593650.1072888892 4111408.055060617),1596
1596,POINT (418140.0532915964 4213346.285836956),1597
1597,POINT (464632.8384611334 4240701.8121034745),1598
1598,POINT (148319.81407212405 4098996.2852396043),1599
1599,POINT (250480.38318396106 4013862.8952810266),1600
1600,POINT (231363.51763524892 3964910.8975193673),1601
1601,POINT (413877.54858670075 4164913.7197542693),1602
1602,POINT (369799.0441645593 4197191.791305214),1603
1603,POINT (266143.3035590824 4097346.254499331),1604
1604,POINT (331079.913337215 4144390.038751492),1605
1605,POINT (281713.0039799367 4141340.485839504),1606
1606,POINT (349425.24043376435 4112967.059149848),1607
1607,POINT (220813.56967828618 4140177.284464852),1608
1608,POINT (352913.25679711485 4187050.977080813),1609
1609,POINT (249508.1276986985 4123992.760827736),1610
1610,POINT (230643.64169309163 3967533.375598113),1611
1611,POINT (373569.99422736844 4186661.1717434223),1612
1612,POINT (325351.62696306943 4164021.6858037123),1613
1613,POINT (373950.6658440995 4243738.177511519),1614
1614,POINT (372575.4326832212 4184891.130224378),1615
1615,POINT (369787.9099281741 4231764.188214605),1616
1616,POINT (249816.31203994257 4016722.462993801),1617
1617,POINT (429065.34758393286 4192618.53046565),1618
1618,POINT (325946.91270338616 4140952.4409552566),1619
1619,POINT (158507.8113432638 4123751.346385856),1620
1620,POINT (592868.8918491806 4147582.306145717),1621
1621,POINT (468680.36674671894 4245731.324332671),1622
1622,POINT (294692.1074892566 4235388.66339641),1623
1623,POINT (260858.64279015208 4090160.391117492),1624
1624,POINT (337270.91566958453 4150675.53699288),1625
1625,POINT (239952.40650128553 4035277.6509695207),1626
1626,POINT (286319.09447971487 4007195.662620805),1627
1627,POINT (317694.1859570124 4134036.5890802853),1628
1628,POINT (457035.39720216737 4238318.914717667),1629
1629,POINT (412029.2155383455 4210764.066196114),1630
1630,POINT (317329.0333367537 4177434.2622005725),1631
1631,POINT (298478.89277807047 4167719.502903118),1632
1632,POINT (555673.3803479287 4134651.7017016285),1633
1633,POINT (452085.10000796214 4236868.31308141),1634
1634,POINT (191673.84338423127 4127086.447910779),1635
1635,POINT (242176.60422398284 4049818.496608288),1636
1636,POINT (351371.9596686532 4161593.414380364),1637
1637,POINT (240243.98019167944 4036307.710165836),1638
1638,POINT (352394.8316779578 4151804.217589316),1639
1639,POINT (583586.0758643018 4140710.474838917),1640
1640,POINT (382300.71441487025 4157901.0453261607),1641
1641,POINT (552942.5593995185 4134796.4107728517),1642
1642,POINT (256894.9138278186 4146588.920897486),1643
1643,POINT (316289.4229706024 4220469.975611736),1644
1644,POINT (440447.09098981746 4104868.3998463494),1645
1645,POINT (305202.16561815713 4154591.051966541),1646
1646,POINT (339356.7961617583 4186315.6464391393),1647
1647,POINT (351932.90226844506 4086184.6248342143),1648
1648,POINT (182012.8727663415 4126128.114660935),1649
1649,POINT (297317.24074801314 4166932.50587383),1650
1650,POINT (337370.20985623525 4169510.0222448087),1651
1651,POINT (288830.43904833536 4117586.1774634975),1652
1652,POINT (349121.93021528417 4180689.198094771),1653
1653,POINT (251829.20993474763 4142189.0590329547),1654
1654,POINT (591817.9163803227 4156169.1088741026),1655
1655,POINT (247847.65711554684 4126889.722551654),1656
1656,POINT (244930.67668672398 4063422.5484352685),1657
1657,POINT (456942.2601122023 4205526.862027682),1658
1658,POINT (349577.76612964796 4181613.6837249864),1659
1659,POINT (580571.8954795217 4050596.8946525813),1660
1660,POINT (570169.654290931 4057072.158711519),1661
1661,POINT (372828.40458643675 4151176.1830060356),1662
